CLASS-NAME,  STUDENTS ID, LAST NAME, FIRST NAME,   ANSWERS, LETTER GRADE,   NUMBER OF CORRECT ANSWERS,   NUMBER OF FALSE ANSWERS, NUMBER OF BLANKS, TOTAL POINTS 
cs-250 , 17068 , ISQXAKQ      , XWFEPP       , CCABBBCABABBBBABBCACCBACBCCAABCCCBBACCBACCCBCAABBA CCBCAAACACCCCCCAACB AACBABBBAACBABBACACAAABBBCCBC, C , 32, 66, 2 , 69.00
cs-250 , 13400 , FTLARQ       , IGKHFOR      , AACCBBBCCACCAAABAACACBAAACC ACBBCBCBCABBACAABCBCABAACBCCBCAABCBCCCAACBCBBABCACBBCBBABBAAAABABBBAABCC, C , 33, 66, 1 , 70.00
cs-250 , 12311 , DTHKJHA      , JFCEX        , CAAABBABCAABCBBAACCBACACBACCACABACCCAABCBCCACAABCAAABBACBBBABAABCCCBCACACACCCCBBBABCCBAABCAAABBCABAA, B , 40, 60, 0 , 80.00
cs-250 , 17301 , WAADKJW      , THECBX       , CBBBABBABBACCABBABCABABB ACCBCBBACABCBBABABBAABABBACCCABAA BBBBACCBACAAACAAACCCABCAABBAACCBCBABAABBA, B , 40, 58, 2 , 81.00
cs-250 , 12315 , UUDVWR       , LFTQDLBO     , BACABBAABBAAAABBACBABBCAACBCBAABBAABACCBAAABCCABCCACBAABBBCCBBBBBBBBBBCABCBACBCCBABBBBBABCACCACAAACB, D , 27, 73, 0 , 60.50
cs-250 , 15484 , AKEWTCKN     , BTRSIAHY     , CCAAAAABBABABABAABAACABABAABBBBAACCCCCCABAAAAAAACCABCCACCACBACABBCCBCABCBABCACABCBBCBBCCCBACABABCBCC, C , 35, 65, 0 , 72.50
cs-250 , 11551 , XPEQOPXH     , IHJNPQHM     , ACCCAABABBACCCBABCBCBCACBAABBACBABBCCCCCBBBACABBCABACBAABBBBAACCACBACCCCBBBACABABACBCBACBCCBCCCCCBAB, B , 41, 59, 0 , 81.50
cs-250 , 14081 , QJNZG        , KVCZGMU      , BBCCBABACABCABBACAACBAACAACBCAAABAAAAABCBABACCCBAACACCAAACBABBCBBABBBBCCBAABCABCBABBAACBAABABBCBCBCA, C , 33, 67, 0 , 69.50
cs-250 , 10461 , QYZLARKB     , ADVUURCW     , CACAABBBABABBCBCCCBCBACAACAAAACCABCCBCABBBCCCACAACBCABABCBCACACABBCABCCBACCBBCABCCCABBCAB ABBABBABBC, D , 29, 70, 1 , 64.00
cs-250 , 17311 , MKJKNZ       , XDLRJVL      , AACABABBAACABABCCBAABBCAAAACCAABBACBACBBACCCBACCABCCAAACCCCC CABCBACABCACBCBAAACCAAAAABCCABCACACAAAA, C , 30, 69, 1 , 65.50
cs-250 , 18067 , GJXHVZRX     , EBIPFYQGM    , BBBBAABACBAACBABBCBACAACBBCABCABACABBBAACABABCAACBBAABBBCBCAACCBAAAACBCCBCBCBCCABCBAAABBBBCCCBBACAAC, D , 28, 72, 0 , 62.00
cs-250 , 15964 , GMLRBBBO     , YWDNWLXKH    , AABBBACCAAAACAAACAAACBCCB ABACCACCAABC BAACBBAACCCABCBCBABBCABBCACBBBBBCACCCCACAABCABACCBBCCCAAACBBA, C , 30, 68, 2 , 66.00
cs-250 , 19317 , UATUTFQR     , OBQKHPCR     , AAABABBBABAAAAAACBCABBAABCBABACAABAAACCACABCCCACBCBAAABBCCACCCBCCBCCACACCCACCCAAABCABBCACBCBB CCACBB, C , 34, 65, 1 , 71.50
cs-250 , 11458 , TNQTZVBN     , XLKXQTU      , ACBCBAABCBBCBCBCCAABCAAAABCABCACACAABCCBCABACBBACBBACCBCCBCBA AACBBABCACBAAAAACABACCCCCBBAACABCCBBCA, D , 26, 73, 1 , 59.50
cs-250 , 17154 , NUYPUJU      , ORJFQK       , CBACBBCBBABAAAAAACC CCBAAACBCCCBA CCAABACCBCCBAACBABAABCCBCCCCBACCCBBAACBABACCBBBCBBBBBAAACBAACBBBBB, D , 26, 72, 2 , 60.00
cs-250 , 14380 , MFOCZYSPR    , PHNOX        , BCBBBABBCBCABAAABCCA AABACABCBBCCBCABAACACCCCBCBABACCBAABCBCBBCCACABCAABACACACCBCBBBBBCCBBBCACBAABAB, C , 30, 69, 1 , 65.50
cs-250 , 10110 , LRNCXKUX     , XGBBDRYJL    , BBCBBACBCABBBAACCAACBABBBCABACABCBABBCBCCABCBBBBAAAABABABBCABBAACCACCBCABBBCCCCACAACBCCCABACAACCCACC, D , 27, 73, 0 , 60.50
cs-250 , 18348 , SJJTF        , UUXSYH       , BCBABBAAAABBBCBCCBCABBBCAABAACBACABCCAAAABCBBCBACCBCBAAAA CCCACCCAAACAAACCAAABCCCAABABABBABACCBBCBAA, C , 31, 68, 1 , 67.00
cs-250 , 17569 , HKOUSA       , FPVKDCIRAQV  , AAABBBAAABCABBACCCCACBBCABCABCBCBCCAABCACACAACABBBACCABABBACCCCCBACBACBCAABBCACBACCBBBACBBABBBCCAACB, D , 29, 71, 0 , 63.50
cs-250 , 15505 , MEQYGDIX     , BGUNGY       , BBCCACACBBCCABAABABACBBBBCCCCBAACBBACCCAACA CAACAAABAABCABBBCBBACBBAACBCCACCCABAABABAACBABBCCCCBAABA, B , 42, 57, 1 , 83.50
cs-250 , 15046 , FWHUDKSP     , AZABFO       , BBBCAABBBACCBCBBCBBACBBBABAACBBBBAACC CBABACBCABCCAAABCBCCAACCBAACABCACCBAACBAABAABBCABCBBBAAAACBCCC, C , 34, 65, 1 , 71.50
cs-250 , 10629 , LCXQZL       , GCFYQL       ,  CBBACABBAACCCBBCBCBCBACAAABABCCAABCACAABBBABCAACBBBCABCBABABABAABAAABABAACAACBABABAACACACABACBCABCC, C , 32, 67, 1 , 68.50
cs-250 , 15504 , OLZRLFS      , HUQCXO       , BCACAABAAABBABBCABAABAA ABBAACAAABBACBCCBCCAABBBACBCCCBCBBACACABBCCCBBBCBACBAACBAACAAACBCACBBCCACACA, C , 36, 63, 1 , 74.50
cs-250 , 19676 , TTBCRM       , PLVAHKB      , AAACABBBBBBBAAAA BACCACAACBBCCBBBBBAABCCCABAAACBABCCBCCCABCCAACABCCABCCCBCBBAABBCAAAACBCCBCAABACACCA, C , 30, 69, 1 , 65.50
cs-250 , 14466 , UOOXXDF      , ZFXZNUJNXUV  , BABBBCBBBABBCABCBAABCCAAAABBACBBCABCCBCCABACCCCBABCACBAACAAABBAA BAACCABBCCBCAAAACBAABAACCBBBACAACBB, B , 40, 59, 1 , 80.50
cs-250 , 11328 , AMTQAKEG     , CEYWUPE      , ABBBACCBABACAAAACBCBCB CBCCCABBBAACBACBBAABBBCCCBCAACBBBBBBBABCBBBABABCCBCBCCACBBBAACBACBABABABAACBA, C , 34, 65, 1 , 71.50
cs-250 , 11823 , BAJIYGBKS    , VDPEQ        , BACCBBCBCBBAABBBCCBCCBBBABCABCACAABCCCCBACABBCBCABABCACBBAAACABBAACBBCCAABBBAABCABCBACCAABBBCBABBACA, C , 32, 68, 0 , 68.00
cs-250 , 19307 , IRHLER       , MIHYLYGBKH   , BBBBACABAAACABBCAAABCBCBBBAA BBABBABCBACCBCB B BACCCABBCACAAABAABABCAAABACABBCCCACBAACCCCBACBCCBBACC, C , 30, 67, 3 , 66.50
cs-250 , 19711 , UNZEZULF     , SCBSNJ       , BBBCBACCAABCACBBAAABCAB BCCBAABCCAACACCBBACCCBCBBCCBCBACBACBACBCBBCBCACCCBBCBCCBAACBBACCBBBBCABCABCA, B , 39, 60, 1 , 79.00
cs-250 , 15337 , XYFNZHQRA    , PMVQMK       , CCCCBAAAABABCABCBABABAABBABABBCCCCCCABBBBBABAABBCBABCCAABACBAACCCAABBCCCBCBBACAABBAACBBBAABCBBCAAABC, B , 41, 59, 0 , 81.50
cs-250 , 10704 , JLJQAD       , FJPBG        , CBBABA CCACCAABCCCBACACBAACAACABBBACBBBACCCAAABACCAABACBCBBCAAABAACABCBAAACCABCABBAABBBBACCAABCAABBB, C , 30, 69, 1 , 65.50
cs-250 , 18136 , QYPYWNMT     , JOLGU        , BBCCABABBBCAAABACBCBCBCCBABAAAAABCACACAACAAAAACAAABCBBBBACBACBBCBACABBBBBACBBBCCCACACCCAABABCBBBCAAC, C , 34, 66, 0 , 71.00
cs-250 , 14197 , PRXMSGRAK    , XEWHAXA      , ABCCABBBBABCBBAACAABABBCABAAACACAABBBCAABBBBACBBCABCBAABCBBCCABBAAACAACABABAAABCCABBBBCBABCABACAABCB, C , 35, 65, 0 , 72.50
cs-250 , 11072 , NJQYZATM     , RMVQJN       , CBBBBCBCAAACBABBCBABCCACBCBBBAACCCBBBCBBBBCACCCBACABBABABBBBBBACACCCCBBCBABBACABBAAA ACBBCABABCAABAA, B , 39, 60, 1 , 79.00
cs-250 , 11454 , GYCAJAUWX    , IYPMILJTYXX  , BCAAAABBABAABAAABABCCBCCBCCCCACBABCBBBCCAABACBAAAACACCBBABBBABCBACACABCABACACCBCABBCCABCACCCBCCCCCAC, C , 34, 66, 0 , 71.00
cs-250 , 17284 , NFHZQWX      , HURAS        ,  AABABBAAACBBBAACCBBCBACBBCCBBCCCAABBBABABBACBBAAAAA BACBBCBBCBCAABABABCCCCCCACCCBABBBBCBBCBAAABABCC, C , 34, 64, 2 , 72.00
cs-250 , 10160 , TRAKVH       , BWNKEZP      , CABABBAACBBABBBACCAACBACBAACACBBACAABCBCABCABBBBCABACABBCBBBBCACABACCCCCCBCBCCCAACCCBBBAACCCABCCCCAC, D , 29, 71, 0 , 63.50
cs-250 , 17396 , POWTHDKTFHK  , GIXMOYSZGOX  , CACCBCACABBBCBACBBBBAAAABACACBACBCACABCBBCCCAAABBBABBBABCAAABBABBACCACA BBACBAABACBCCAACBABABCBABABB, A , 47, 52, 1 , 91.00
cs-250 , 15295 , CUOZJABZ     , HRYQGCJD     , ABCBABAAABBCBBACBABAABCCACAAAABABCBCABBCACBABCBBBCBAAABCABACCBCCCBCABBABAABBBBCBBACBCBCABCCBBACACBCA, D , 28, 72, 0 , 62.00
cs-250 , 10958 , UIWVQZO      , UGKBAFSOA    , ACBABBCABACCBBBBCCACCCAABBACCCCAABCACBCAACCBBCBBACCBBCACBAABCCCCCBCAABCACCCBACCCBBBACBBBBCBBACBBACCB, D , 27, 73, 0 , 60.50
cs-250 , 19890 , OFNFOJQFZ    , OCXQNF       , ABCBAACACAACBAABBBBBAACBABABCCCCBBCBCBABACAACABBBAAAACBABCCCACBABBCACCCACCABACBBBBACABCBBACAABBBACBB, D , 25, 75, 0 , 57.50
cs-250 , 13107 , MLYRTDEMF    , YHCUYI       , ACCBABCABACAACBABBCCCABBBAABCBCAAAABBCBACCAACBBAABACBBAABCBBABAAAABCCCBBBBAABCACBBCCCCABCAACCBAABCAC, C , 33, 67, 0 , 69.50
cs-250 , 19686 , MURFWKWL     , VFJVIFUXB    , ABAAACAABABAAABBAAACBACBBBCAABCBBCBACCAACABBBBAABCABCABABCCCBABCCCCABAACBBABCBCABBAAACACCBBBABABBBBC, C , 32, 68, 0 , 68.00
cs-250 , 13288 , OAGLMAFZPV   , UFKRUO       , AACABCCABACCBCBCBAACCBABAB BCBCBCAAAAACBBABBBCAABBBCBAABCAABBAABCCAABBCBACCBBACACCCCACCBBACCBCBBBBBB, D , 29, 70, 1 , 64.00
cs-250 , 18915 , URYMQDV      , ZRAJK        , ACCABCCACBBCCBBAABBBCCCCAACCAACABACBCCCBCCCBABACCCAACBCABACAABACCAAACBBACCBBCBCAAACACABABCABAA  CCCB, D , 27, 71, 2 , 61.50
cs-250 , 12545 , CCZLBI       , MGXOXTV      , CACCBABCCACBCBACABACCBAABCACBCCCCCABBCBA CCCBCCABACABBACCCABBCABCACABCACCBBBACCBAAABABBCABBAABBACCAC, B , 38, 61, 1 , 77.50
cs-250 , 13068 , ETDJJSLJ     , SJZEFHTZF    , CABBBCCBB BACBACCBABABAAACBBCCCCCBBBCCACCCAACACBCCCBBBCAABABCCACAACBBACBCBCCAACACBCABBCACBBBBCCAAAAC, B , 41, 58, 1 , 82.00
cs-250 , 18203 , BSPYJ        , PMIZKX       , ACBCBBABBBAABAACCBABCABABBCACBCAABBB AACBBCBCCAABAAABCABCBBBBAABCCCCAACABCAACBBCABACACCBCBBBCCCBAACB, C , 36, 63, 1 , 74.50
cs-250 , 16410 , GUPUOBCHP    , BNRBTLNYO    , ACBCABCBCACAAABAABBBCCCBBACCCABCCAACAC CABCCBCCCCBABACCCABAAAAACAACBBAAACCABCBABCCBBBBCCCCACAABABBAC, C , 34, 65, 1 , 71.50
cs-250 , 16775 , NMGZI        , JFTCPXLEL    , ABABBBABCACCBCBABABCBACBBBBBCAB CCCCABBBAACAACBAABAACCAABBBCCABBBCACCBCB CCACCBAABABAAABBBBAABBBCCAB, C , 30, 68, 2 , 66.00
cs-250 , 13472 , NFDAFL       , UZAXDOLT     , AABCACCABABABABCACBCAAACBCABBACACACACACBBABCBAAACABAAAABACCBCABBCBAAAACBBABCAAABBBCABBBACACCBCCCACC , C , 33, 66, 1 , 70.00
cs-250 , 12601 , WQWDMG       , QLUHFTS      , BBBCABACBAABAAA ACABABAAACABBCCABCBAACBCACBACAACBCCAACBABABCCACAABBAAAAAACAABBAABACBCBCAAABCCABAACBA, C , 35, 64, 1 , 73.00
cs-250 , 13841 , HBARFWH      , PCZRAF       , BCBABCBCBABBAAACBBABAACCACABBACBABACBABCCBBCBCACABCCBBCBACBCBABCACCCACCABACACACBBCCCACBCBCCBACCACCBA, D , 26, 74, 0 , 59.00
cs-250 , 11134 , LLCZPPZCGDMA , BXWZDVBGTWG  , AACABCCBAABCBCABAABBBACAAACBBCAC CCBCBAABAACABBABCCACBBABBBCAABACBACCBACCBCABAABABAAAACACBCBCCCBBBCA, C , 30, 69, 1 , 65.50
cs-250 , 13612 , KFIHNGB      , GZKHWCRY     , BCABACABAA BACACBABCBBABBBBBBACABBBCCABAABCCCAABCAABABACBAABACCBBCCBCCBACCCBCAACCCBCCBBBAABCCCBCCABA, C , 33, 66, 1 , 70.00
cs-250 , 11956 , OFGNBJE      , VMTZRDB      , ACBAACBACABAAABBCAABABCCBAAABAACBABCABAACBBBCCAACABBCCABBABACCBBCACCCCBCAABAAACACCBBABAACBCBCABBABAA, B , 40, 60, 0 , 80.00
cs-250 , 14340 , FGNPS        , BYVUVIB      , CBCCAAAAAABCABBBBAAABAAABBCCBBACCAACCCBAAACCCBBACBABCACCBCCBCCABBCACBACABBCBACAACBCBCBACBBCCBAAABACB, C , 33, 67, 0 , 69.50
cs-250 , 16892 , KNBXNV       , GZYZOLCVIJ   , ACACABA A BBABAACABACCBABCCBBBBBAABBCBACCABAACBBCCCCAABBCBACAAAAABAABCCBCCCABCBBAACAAACCAACBACCCACCA, C , 34, 64, 2 , 72.00
cs-250 , 10202 , RCPTVXV      , CSGECKN      , AACCACCACBCBCCABBAAAABACACBCCCCBBCBBBBCBAAAAAABAABBBCCAACCBBBAABBBBCBABAACBABBCABABAABBCABAABCAAAAAA, C , 32, 68, 0 , 68.00
cs-250 , 10302 , GTPSJMHP     , HFUDJNTRD    , BAACAACCCABCACBAACACCBABBC BCACCCCBAABBAABABCACBABBACCCACBBCACACBBABBCBACAAACCACBBBABBCBBABACCBABBCB, B , 38, 61, 1 , 77.50
cs-250 , 19210 , KEMDVTPWI    , ZDEHAI       , ACACBCBACACABABCAABACABCAACCCBCACBCCAACBBACBABBABBBABAACCBBACABBBBCBCACCACAAABBACBAAACBBCBBAABCAABCA, D , 29, 71, 0 , 63.50
cs-250 , 11838 , XNPHWBABB    , SBCEBLKY     , ACAABCBCBBAAABBBBCABBBABAACCCABCCCCAABCACCBABAAACBCCCAAABCCBBCAABBCAACBACCABABCCCCBAC CBACCBABCBABBC, C , 32, 67, 1 , 68.50
cs-250 , 13943 , DUXNROXP     , OGCFRLHKB    , CBCABCACABBBCABACCCBBCCCBCBBABBBACBCCAABAABACCBACBBACCBABBCBCCCBACBBCAAABACCBCAABCAABCBBCABCBCBAAACC, B , 37, 63, 0 , 75.50
cs-250 , 13120 , QQXVX        , WZRPL        , AABBBCCCAABBCCAB CCCACCAABCBBBCBCCBCCCAAAABCBBACACABCAACABBCBCBABCCAACABACAAACBBAACABBBBCACABBCBCCCB, C , 30, 69, 1 , 65.50
cs-250 , 16984 , TQEBHQC      , BVRNM        , CCBCACAABABCBAACCBAABBBBBAABCBBBCACBABABACBBABAACBAAACBAABACCCABACAACABACAACCCBBCBAACACCAABACBBCCBAB, C , 36, 64, 0 , 74.00
cs-250 , 11207 , QLXSG        , EIZEG        , CCCBBACBABBCCABCACABACBBBBAAACCAAACACABACABBBBCBCAABBBBCBCBAAAACCBABACCCAAABC AABBBABCCCACCBAACAACCC, D , 28, 71, 1 , 62.50
cs-250 , 11495 , YBXXP        , KDFXGLA      , ACCBABCBCACCBBBACCAACCCBBCCABBABACBCCCCBBBAABBCBBCCACBBBACBCBCCCBCCACCCABAACBACBAAACBBAABAACAACCBABA, B , 38, 62, 0 , 77.00
cs-250 , 19711 , OXQSKZZDF    , RCSLRUKVF    , BCCCBCBBBACABBBABCBBCCBCAB BBABAABBBBCCBABBBCBAAAAAABCBABCCACBBACBBBCAAABABBCBCABCABACACAAABCBBCBABB, C , 34, 65, 1 , 71.50
cs-250 , 16338 , TMGPKVEQ     , RIQBAC       , CBBABBBACAABCCABCCABCBCAACABBCBBACAAABCAAABACACBACBBCAABBBACAABBBBCBCBCCBBCBABACCBCACCCAAAABACBBACBB, D , 29, 71, 0 , 63.50
cs-250 , 18392 , JCNZAVM      , VNTJYACT     , AACCABAACAABABAAABCBCAACA BCBCBBAAAABCAABCAACBCCBACCACABAACCCABCBBCACB AAABACAABCCABCB CACACBCABBCAA, C , 35, 62, 3 , 74.00
cs-250 , 16153 , HPFGNLJUQ    , IGFUMAM      , CACB CBCABACABBA ABBAAACACBCACBCAABCBABCCCCBAACB BACBBBBCBBBCABBBCBABBAABBBCCCCACACBABBBCBCCCAACAABA, C , 30, 67, 3 , 66.50
cs-250 , 12763 , FGTTWVN      , YACELXSQGTH  , CCCBABCCAAABABA ACACABBCAACCCCBBCBCCCACAAACBCBCCABBBABBBAAACCABAAABCAACAACBBCCBBCBCCABABAABABCBBBCAB, D , 29, 70, 1 , 64.00
cs-250 , 11699 , GWVCWY       , RIPYHN       , BBBBBBACCBCAAABACCBAACCA AAAACCAABCACBBAABACBBACAABCCBCBBBCAABCABCBBAACBABBCBBCCBBAAAABCAACCAACBCCCA, D , 28, 71, 1 , 62.50
cs-250 , 11329 , LSIGFPDMW    , LPOHO        , ACBBBCABCBCCABBAABCCBABCACABCACBABABBAABBABBABCCACCCCBACBBCBBCBCCCACACABCBBCBCABBABCBBABACBAABAAAABB, C , 36, 64, 0 , 74.00
cs-250 , 19788 , JDASRNCE     , FAKROM       , BCBAAACBAAACCAAABBABBABBB BABABACCCACBACCABCCAAACBACCBBBACCBABCCCACABBAAAABBBBACC BCCCAABCBCACAABBBB, B , 37, 61, 2 , 76.50
cs-250 , 12346 , RHGMPMFR     , VBARCVL      , BBAAABBCABCBBBBCACABBBBCAACCCACCBACCCCCACACCABCABABBCAABAABABCABAABABAAABBB BCCBBACBBCABCBACBACAACCB, C , 34, 65, 1 , 71.50
cs-250 , 14526 , XWNMMCRMWAHV , FTYQQFXDT    , CABCABBBAABCACBCCAABCCCCACCAAAAAACACCCABBABBCCBBACBBCCACAABBCABABACACACCBACCCACBCCCCCCACBACBBCAABBAA, B , 42, 58, 0 , 83.00
cs-250 , 17030 , RJTPZD       , NLLWRHL      , AABCBCCABBCABAACCBAAACCABCABCCACCBBABABBA BBCACCBABAAABCBAAACABACCACBCACBBCACBBCBBBACCCBABCBABCAABAC, D , 28, 71, 1 , 62.50
cs-250 , 16162 , VTATPPAT     , QPLHG        ,  CBCBCBCBBBABBAABCBCABBBABCBACACBCBACCCAABBCA BBBCCCCBCBABCBBCCCABABBBCBBCACCBBAA ABBAABABBCACABCCAB, B , 38, 59, 3 , 78.50
cs-250 , 18805 , QYRLMC       , OQJDYDRQ     , BCCAABABCAABABABABACCBCBBCCBBAABACCCCBCAACCBBACBBABCBACCCBABCABAABAABCABBCABCCACAABCCACABACBCCAAACBB, C , 34, 66, 0 , 71.00
cs-250 , 16166 , TVJNLIFS     , DKGXMATFR    , AABCACBAABACACAABCCBB BCBCBBACCCCBBBAABABABABCAACCCBACCCCBBAAACACCBBBABCBBCABAACBAAACBBABBCCBABBCCAA, B , 40, 59, 1 , 80.50
cs-250 , 18373 , JDZGIDAGW    , BKWHNEW      , CCBBABCBCBCAAABAAABBCAACBCBCCACABCABCCACCAABBAAABBACCAABCBACBABCBABCCCBBCABABBBBACCCBBCABBCCCCCAACAC, C , 36, 64, 0 , 74.00
cs-250 , 11396 , SUPYXU       , TPOCHRDOZ    , AABBAACAAACCBAABCABAACACBCCBCBABCCCBBBCCBCACAACABCCBCACCCBBBCAABAACCBABACBCACABABAABCCCCACCBABBCCBCB, C , 36, 64, 0 , 74.00
cs-250 , 15633 , POEUC        , BGKLFERXA    , BBBBBABCBBBCCBAAACAACAACAACCCCCBBACACAAAAAAAACBACBACCBCACBBBBBCAAAABABCCAACACACAAABCCABBABBABCABBBBA, C , 31, 69, 0 , 66.50
cs-250 , 12667 , ELNRMZ       , KKJSWBUXA    , AABAAACBBABBBABBCCABBBABBBBAAABCBABACCCBACCCAABBBCBBCAAABCBBBACCABCCCBBCBAACCAACCBBBCCBCCBABAACBCCCC, C , 33, 67, 0 , 69.50
cs-250 , 12487 , OXXQN        , QGZNUOMV     , CACCACCBABCBACAABBACBAACACCBCAAACCACCCBCBBCCBCBACCCCAACCCABABCBCABACACCCBBABBCCACCCCACAAAABABCBBACAC, C , 36, 64, 0 , 74.00
cs-250 , 16790 , AMJMBL       , OTRBHZ       , BAACBABCBBCBBBBBABBCBACBBACCBBBABBBAACCBCBCAABAAAACCBCACCBCACACAACBBB CABACACCCCABACCBABABBBABBA AAB, B , 37, 61, 2 , 76.50
cs-250 , 15553 , UTQSS        , HKWNIQM      , BBACAABAAACCAAAAABBBACBCACAAABABBBBCACABAACABCBCACABCCBABCCA CCBCACCCACCABBCCBABCACAABBBCAABCCABABBA, B , 37, 62, 1 , 76.00
cs-250 , 19606 , NSLNIABRB    , UQJWYZTC     , CBABAACBAAABCAAABABCBCBCBCBBBCCBCABAACBCBCBBCC CACABCBBBBACCABCCBBAACBCBCCCBAACACCBBCCBBCCBABBCACCCC, B , 38, 61, 1 , 77.50
cs-250 , 15477 , XZUGD        , LDNKBXNJ     , CACAB ABBBCABABABBCAACCCACBCBCCBCBCAABAACCBCCAAABAAAB AAACABBACABCCACCBBACCCCABAAAAACBCBBACCBBABBBCB, B , 37, 61, 2 , 76.50
cs-250 , 12989 , WNQENKU      , KZWWIM       , BACBBABCCACBCCBABBACBCAAAACCCBACCCAABCCBACBCBCBCBAABBBCCBAABBCBBAACCB BCCBBBCCAABCAAACABACAABCBCBCCA, C , 36, 63, 1 , 74.50
cs-250 , 19354 , HTGELCB      , DRXGJTO      , CACCBBBCCBACAAABBBBAABBBBACBCABCBCBAACACBABBCBCBCCCCAAACCBCCACAAACCBBCACCBBBCCBBAAACCCAACACACCBACBBA, B , 37, 63, 0 , 75.50
cs-250 , 17304 , JWZUCFZ      , MOCZNEHB     , BAACACBBBABBCBBBBCBAACCABCCCBBAABB BCBCAACCAABCBAABBBAAABACBB ACBBACBACBCCCAABCBABABA CBBCBAAAAAAA C, B , 37, 59, 4 , 77.50
cs-250 , 10862 , PPAKOVM      , HXYMG        , CBBCBABCBAC CCAACBBBACAAAAACACBBCCBCABBBAABACCABBBBBAABCBABACBABABBBCBAACAAACBCBAACABCCACCBCBCCCABCC, C , 32, 67, 1 , 68.50
cs-250 , 11934 , HGHEOEAKB    , NKUTWZ       , BCCBBCCBAAACCCBCCBBACCACACBACCABABBBBA CB BBCCAABABCCBBCCCCCCBACCCABCABACABBBCCCCCACAABAC BAACACACCB, C , 33, 64, 3 , 71.00
cs-250 , 12423 , OXAQQVYD     , DRMUASF      , BBBBBBABCABACCBCAABAAB CAA BBABCAACBABCACAACACABABCBACBAACCAAAABABBAACBBCBCCCCABBBBC ACBCACBCCCACCAB, C , 29, 68, 3 , 65.00
cs-250 , 10014 , SAHLLDMY     , NWZWWLRY     , BCACBCABCBCBBABCBBCABBABBAACCBACCACBCACCABBAACCBACCBBBABBACBBABACBCACABAACAABBCCBCCBCAACAACABBCBABBC, B , 37, 63, 0 , 75.50
cs-250 , 15478 , UGHEXRIUGE   , CFAYVRV      ,  CBCABCA BCAAABBCBABBBCCAACBBABCBCACCCACCBBABBB BBBBAABCBBBBBBBABCACACCBBACCCCACBBBCAAABAAABBCAACBAB, C , 34, 63, 3 , 72.50
cs-250 , 18377 , BRLLN        , YLWYWHV      , CCABBBCCBAA ACACBABBACCBAACACCCACAAACCBBBCACCCCCACAAACABBBACCCACABCCABBABBAAACBACCCCBBACAAACCBBBCBCA, C , 32, 67, 1 , 68.50
cs-250 , 16638 , UUBDINDQO    , JGHOPLI      , CBBCBBBACBBCCAACCBBAAACCAAB BBBCBCCABBCB BBAABBBCCAACACAABBBCACCACCCBABCBBAAAABAABCAABABBCCBCCBAACBB, D , 29, 69, 2 , 64.50
cs-250 , 17335 , ESRQPSIK     , JMOLKLPIJ    , BBCBAAABCBBBBBACCCBBACCCAACACBBBCCBCBAACBACBABCBBBCCABCBAACABCAABACBA BACCCABACBCB CCABACABCABBCBCCB, C , 35, 63, 2 , 73.50
cs-250 , 14432 , RFIPJOWVS    , JWWTYSEB     , ACAABCBBCAABCAABBABCCCBABAABBBBAACABBBBBAABCBACAACCCBAAACBABCCAAAACCCBCAAABB BCCABBAACABCACACCCABCAC, D , 27, 72, 1 , 61.00
cs-250 , 13365 , KIESDTN      , MPTOXKLWO    , CCCBABCCBBBBACBCCAAABCABBAAACAACBBABCCCACBCCABBABCABCBABCAAAABBBCAABAAAACBCACCABCB BBCBCBBCBCCCACCCA, C , 32, 67, 1 , 68.50
cs-250 , 15058 , MRGTKDJN     , PMWSNMCA     , ABBBAACBABAACCBCCBBABCAAABBAAAACACCCCACCACAACABCBCBABBABABBCBAAAABBCABBABBCCCBCCBBBCACACABABABCCABAB, C , 35, 65, 0 , 72.50
cs-250 , 16328 , ILUBTYDI     , GAMQJW       , BAACAACACBABAABABCABABCAAAACCACCBBAAACCA BABAABBAAACCBCCBBBABAAACBCAACAABBBBBACABCBCCCCBBBCBBBBCABCB, B , 39, 60, 1 , 79.00
cs-250 , 14384 , BNTHXOIF     , RLVUYK       , AAABBAAABAABABAACBAABAABACAAABBBCBBCABCABCCCACBBCCABBBAAAABABBAABCCACACCACBCCACCAAACCABACBBCCBCBBAAC, C , 35, 65, 0 , 72.50
cs-250 , 17645 , DWOGS        , HRPMQBEAV    , BABCBACABABBACBBC ACCABBBCABBABACABCBCCBAABABCCCACBBBCCAABACCACACAA CABCCAAACAACCCCCCACBCCABACA BAAC, C , 34, 63, 3 , 72.50
cs-250 , 10746 , IFABEAPAO    , TYFEBC       , BABCBBCCAACCACBABBCABCCBBAACCCACCABCCBACCCCBCACACBBBBCBCACBBCCABCBCBACBACCAACACBABBBCBAAABCCAABCCAAB, B , 40, 60, 0 , 80.00
cs-250 , 12592 , DQEYPAASA    , IFCMYA       , ACBBBBABCBCACCABBCAAACCBACCBCCAACCCBBBACABCCACCCABCCABCACBABAAABACAABBBBACBCCBBABBACCBAABBBACCBCACBA, C , 33, 67, 0 , 69.50
cs-250 , 16554 , FDFZRODX     , MSNHY        , BBACBCACAABCABABCCCAAACCACBABBBABCCC BCCCAACCBAABAACBBAACCAACCCBBACAAACBBACACAACCCBABBCCBAACABBCCCCA, C , 31, 68, 1 , 67.00
